clu_id,TRT,PPVT_FallK,ETW_FallK,ETW_SpringK,RTW_SpringK,trt_e,clus_PPVT,clus_TRT,clus_trt_e,meanppvt,ppvtc1,ppvtc2,mean_trt_e,ctrt_e1,ctrt_e2
32,0,88,1,6,13,-0.5,85.25,0.375,-0.125,84.260506,2.75,0.98949432,0.016806724,-0.375,-0.14180672
32,0,76,5,18,13,-0.5,85.25,0.375,-0.125,84.260506,-9.25,0.98949432,0.016806724,-0.375,-0.14180672
32,1,88,2,19,15,0.5,85.25,0.375,-0.125,84.260506,2.75,0.98949432,0.016806724,0.625,-0.14180672
32,0,85,4,10,13,-0.5,85.25,0.375,-0.125,84.260506,-0.25,0.98949432,0.016806724,-0.375,-0.14180672
32,0,86,0,13,15,-0.5,85.25,0.375,-0.125,84.260506,0.75,0.98949432,0.016806724,-0.375,-0.14180672
32,1,76,1,15,14,0.5,85.25,0.375,-0.125,84.260506,-9.25,0.98949432,0.016806724,0.625,-0.14180672
32,0,91,5,12,14,-0.5,85.25,0.375,-0.125,84.260506,5.75,0.98949432,0.016806724,-0.375,-0.14180672
33,1,88,2,11,11,0.5,88.5,0.5,0,84.260506,-0.5,4.2394943,0.016806724,0.5,-0.016806724
33,0,90,3,39,16,-0.5,88.5,0.5,0,84.260506,1.5,4.2394943,0.016806724,-0.5,-0.016806724
33,1,92,4,25,15,0.5,88.5,0.5,0,84.260506,3.5,4.2394943,0.016806724,0.5,-0.016806724
33,0,87,3,12,9,-0.5,88.5,0.5,0,84.260506,-1.5,4.2394943,0.016806724,-0.5,-0.016806724
33,0,92,9,28,16,-0.5,88.5,0.5,0,84.260506,3.5,4.2394943,0.016806724,-0.5,-0.016806724
33,1,82,0,2,3,0.5,88.5,0.5,0,84.260506,-6.5,4.2394943,0.016806724,0.5,-0.016806724
34,0,93,0,25,15,-0.5,90.599998,0.60000002,0.1,84.260506,2.4000015,6.3394928,0.016806724,-0.60000002,0.08319328
34,1,88,0,52,16,0.5,90.599998,0.60000002,0.1,84.260506,-2.5999985,6.3394928,0.016806724,0.40000001,0.08319328
34,0,89,0,12,12,-0.5,90.599998,0.60000002,0.1,84.260506,-1.5999985,6.3394928,0.016806724,-0.60000002,0.08319328
34,1,90,0,41,16,0.5,90.599998,0.60000002,0.1,84.260506,-0.59999847,6.3394928,0.016806724,0.40000001,0.08319328
34,1,93,3,52,16,0.5,90.599998,0.60000002,0.1,84.260506,2.4000015,6.3394928,0.016806724,0.40000001,0.08319328
35,0,82,0,12,12,-0.5,82.599998,0.60000002,0.1,84.260506,-0.59999847,-1.6605072,0.016806724,-0.60000002,0.08319328
35,1,77,0,39,16,0.5,82.599998,0.60000002,0.1,84.260506,-5.5999985,-1.6605072,0.016806724,0.40000001,0.08319328
35,1,83,0,49,16,0.5,82.599998,0.60000002,0.1,84.260506,0.40000153,-1.6605072,0.016806724,0.40000001,0.08319328
35,1,88,2,47,16,0.5,82.599998,0.60000002,0.1,84.260506,5.4000015,-1.6605072,0.016806724,0.40000001,0.08319328
35,0,83,2,6,14,-0.5,82.599998,0.60000002,0.1,84.260506,0.40000153,-1.6605072,0.016806724,-0.60000002,0.08319328
36,1,88,2,49,16,0.5,87.666664,0.66666669,0.16666667,84.260506,0.33333588,3.4061584,0.016806724,0.33333331,0.14985995
36,1,85,0,30,16,0.5,87.666664,0.66666669,0.16666667,84.260506,-2.6666641,3.4061584,0.016806724,0.33333331,0.14985995
36,0,93,1,14,11,-0.5,87.666664,0.66666669,0.16666667,84.260506,5.3333359,3.4061584,0.016806724,-0.66666669,0.14985995
36,0,81,0,4,9,-0.5,87.666664,0.66666669,0.16666667,84.260506,-6.6666641,3.4061584,0.016806724,-0.66666669,0.14985995
36,1,92,1,48,16,0.5,87.666664,0.66666669,0.16666667,84.260506,4.3333359,3.4061584,0.016806724,0.33333331,0.14985995
36,1,87,1,46,16,0.5,87.666664,0.66666669,0.16666667,84.260506,-0.66666412,3.4061584,0.016806724,0.33333331,0.14985995
37,0,80,0,2,7,-0.5,85.625,0.5,0,84.260506,-5.625,1.3644943,0.016806724,-0.5,-0.016806724
37,1,81,0,48,16,0.5,85.625,0.5,0,84.260506,-4.625,1.3644943,0.016806724,0.5,-0.016806724
37,1,87,5,31,16,0.5,85.625,0.5,0,84.260506,1.375,1.3644943,0.016806724,0.5,-0.016806724
37,1,92,1,42,16,0.5,85.625,0.5,0,84.260506,6.375,1.3644943,0.016806724,0.5,-0.016806724
37,0,80,0,15,13,-0.5,85.625,0.5,0,84.260506,-5.625,1.3644943,0.016806724,-0.5,-0.016806724
37,0,85,0,0,4,-0.5,85.625,0.5,0,84.260506,-0.625,1.3644943,0.016806724,-0.5,-0.016806724
37,0,93,0,3,12,-0.5,85.625,0.5,0,84.260506,7.375,1.3644943,0.016806724,-0.5,-0.016806724
37,1,87,0,42,16,0.5,85.625,0.5,0,84.260506,1.375,1.3644943,0.016806724,0.5,-0.016806724
38,0,83,0,13,12,-0.5,90.333336,0.5,0,84.260506,-7.3333359,6.0728302,0.016806724,-0.5,-0.016806724
38,0,93,4,6,11,-0.5,90.333336,0.5,0,84.260506,2.6666641,6.0728302,0.016806724,-0.5,-0.016806724
38,1,88,0,27,15,0.5,90.333336,0.5,0,84.260506,-2.3333359,6.0728302,0.016806724,0.5,-0.016806724
38,0,92,0,12,12,-0.5,90.333336,0.5,0,84.260506,1.6666641,6.0728302,0.016806724,-0.5,-0.016806724
38,1,93,1,45,16,0.5,90.333336,0.5,0,84.260506,2.6666641,6.0728302,0.016806724,0.5,-0.016806724
38,1,93,1,26,16,0.5,90.333336,0.5,0,84.260506,2.6666641,6.0728302,0.016806724,0.5,-0.016806724
39,1,90,1,19,15,0.5,89.5,0.75,0.25,84.260506,0.5,5.2394943,0.016806724,0.25,0.23319328
39,0,93,2,4,14,-0.5,89.5,0.75,0.25,84.260506,3.5,5.2394943,0.016806724,-0.75,0.23319328
39,1,93,0,10,11,0.5,89.5,0.75,0.25,84.260506,3.5,5.2394943,0.016806724,0.25,0.23319328
39,1,82,4,9,12,0.5,89.5,0.75,0.25,84.260506,-7.5,5.2394943,0.016806724,0.25,0.23319328
40,0,92,1,12,13,-0.5,86.166664,0.33333334,-0.16666667,84.260506,5.8333359,1.9061584,0.016806724,-0.33333331,-0.18347339
40,0,81,0,2,7,-0.5,86.166664,0.33333334,-0.16666667,84.260506,-5.1666641,1.9061584,0.016806724,-0.33333331,-0.18347339
40,1,73,0,38,16,0.5,86.166664,0.33333334,-0.16666667,84.260506,-13.166664,1.9061584,0.016806724,0.66666669,-0.18347339
40,0,91,2,20,16,-0.5,86.166664,0.33333334,-0.16666667,84.260506,4.8333359,1.9061584,0.016806724,-0.33333331,-0.18347339
40,1,93,1,37,16,0.5,86.166664,0.33333334,-0.16666667,84.260506,6.8333359,1.9061584,0.016806724,0.66666669,-0.18347339
40,0,87,0,24,15,-0.5,86.166664,0.33333334,-0.16666667,84.260506,0.83333588,1.9061584,0.016806724,-0.33333331,-0.18347339
41,1,87,2,28,14,0.5,84.5,0.75,0.25,84.260506,2.5,0.23949432,0.016806724,0.25,0.23319328
41,1,79,0,27,16,0.5,84.5,0.75,0.25,84.260506,-5.5,0.23949432,0.016806724,0.25,0.23319328
41,0,86,2,5,9,-0.5,84.5,0.75,0.25,84.260506,1.5,0.23949432,0.016806724,-0.75,0.23319328
41,1,86,2,34,16,0.5,84.5,0.75,0.25,84.260506,1.5,0.23949432,0.016806724,0.25,0.23319328
42,1,75,0,9,14,0.5,84.199997,0.60000002,0.1,84.260506,-9.1999969,-0.060508728,0.016806724,0.40000001,0.08319328
42,1,83,0,18,10,0.5,84.199997,0.60000002,0.1,84.260506,-1.1999969,-0.060508728,0.016806724,0.40000001,0.08319328
42,1,91,0,29,15,0.5,84.199997,0.60000002,0.1,84.260506,6.8000031,-0.060508728,0.016806724,0.40000001,0.08319328
42,0,90,2,10,11,-0.5,84.199997,0.60000002,0.1,84.260506,5.8000031,-0.060508728,0.016806724,-0.60000002,0.08319328
42,0,82,0,4,9,-0.5,84.199997,0.60000002,0.1,84.260506,-2.1999969,-0.060508728,0.016806724,-0.60000002,0.08319328
43,1,89,0,18,16,0.5,87.125,0.5,0,84.260506,1.875,2.8644943,0.016806724,0.5,-0.016806724
43,1,81,0,12,7,0.5,87.125,0.5,0,84.260506,-6.125,2.8644943,0.016806724,0.5,-0.016806724
43,0,89,0,9,11,-0.5,87.125,0.5,0,84.260506,1.875,2.8644943,0.016806724,-0.5,-0.016806724
43,1,88,,30,16,0.5,87.125,0.5,0,84.260506,0.875,2.8644943,0.016806724,0.5,-0.016806724
43,0,84,1,9,11,-0.5,87.125,0.5,0,84.260506,-3.125,2.8644943,0.016806724,-0.5,-0.016806724
43,0,87,3,8,12,-0.5,87.125,0.5,0,84.260506,-0.125,2.8644943,0.016806724,-0.5,-0.016806724
43,1,88,0,6,14,0.5,87.125,0.5,0,84.260506,0.875,2.8644943,0.016806724,0.5,-0.016806724
43,0,91,1,14,11,-0.5,87.125,0.5,0,84.260506,3.875,2.8644943,0.016806724,-0.5,-0.016806724
44,0,88,0,5,7,-0.5,82.599998,0.60000002,0.1,84.260506,5.4000015,-1.6605072,0.016806724,-0.60000002,0.08319328
44,1,83,2,21,16,0.5,82.599998,0.60000002,0.1,84.260506,0.40000153,-1.6605072,0.016806724,0.40000001,0.08319328
44,1,83,0,19,15,0.5,82.599998,0.60000002,0.1,84.260506,0.40000153,-1.6605072,0.016806724,0.40000001,0.08319328
44,1,80,1,12,10,0.5,82.599998,0.60000002,0.1,84.260506,-2.5999985,-1.6605072,0.016806724,0.40000001,0.08319328
44,0,79,0,3,11,-0.5,82.599998,0.60000002,0.1,84.260506,-3.5999985,-1.6605072,0.016806724,-0.60000002,0.08319328
45,1,86,2,6,11,0.5,88.599998,0.60000002,0.1,84.260506,-2.5999985,4.3394928,0.016806724,0.40000001,0.08319328
45,1,89,0,12,16,0.5,88.599998,0.60000002,0.1,84.260506,0.40000153,4.3394928,0.016806724,0.40000001,0.08319328
45,0,85,6,2,5,-0.5,88.599998,0.60000002,0.1,84.260506,-3.5999985,4.3394928,0.016806724,-0.60000002,0.08319328
45,0,92,0,9,7,-0.5,88.599998,0.60000002,0.1,84.260506,3.4000015,4.3394928,0.016806724,-0.60000002,0.08319328
45,1,91,0,16,14,0.5,88.599998,0.60000002,0.1,84.260506,2.4000015,4.3394928,0.016806724,0.40000001,0.08319328
46,1,91,0,6,7,0.5,84,0.80000001,0.30000001,84.260506,7,-0.26050568,0.016806724,0.19999999,0.28319329
46,1,76,0,9,7,0.5,84,0.80000001,0.30000001,84.260506,-8,-0.26050568,0.016806724,0.19999999,0.28319329
46,1,81,0,11,12,0.5,84,0.80000001,0.30000001,84.260506,-3,-0.26050568,0.016806724,0.19999999,0.28319329
46,0,89,3,5,12,-0.5,84,0.80000001,0.30000001,84.260506,5,-0.26050568,0.016806724,-0.80000001,0.28319329
46,1,83,2,13,15,0.5,84,0.80000001,0.30000001,84.260506,-1,-0.26050568,0.016806724,0.19999999,0.28319329
47,0,79,0,0,7,-0.5,82,0.75,0.25,84.260506,-3,-2.2605057,0.016806724,-0.75,0.23319328
47,1,83,0,6,15,0.5,82,0.75,0.25,84.260506,1,-2.2605057,0.016806724,0.25,0.23319328
47,1,80,0,4,6,0.5,82,0.75,0.25,84.260506,-2,-2.2605057,0.016806724,0.25,0.23319328
47,1,86,0,23,16,0.5,82,0.75,0.25,84.260506,4,-2.2605057,0.016806724,0.25,0.23319328
48,1,88,0,8,14,0.5,84.285713,0.5714286,0.071428575,84.260506,3.7142868,0.02520752,0.016806724,0.42857143,0.054621853
48,0,76,1,10,10,-0.5,84.285713,0.5714286,0.071428575,84.260506,-8.2857132,0.02520752,0.016806724,-0.5714286,0.054621853
48,1,78,5,34,16,0.5,84.285713,0.5714286,0.071428575,84.260506,-6.2857132,0.02520752,0.016806724,0.42857143,0.054621853
48,1,89,1,24,15,0.5,84.285713,0.5714286,0.071428575,84.260506,4.7142868,0.02520752,0.016806724,0.42857143,0.054621853
48,0,89,5,28,16,-0.5,84.285713,0.5714286,0.071428575,84.260506,4.7142868,0.02520752,0.016806724,-0.5714286,0.054621853
48,0,86,0,9,10,-0.5,84.285713,0.5714286,0.071428575,84.260506,1.7142868,0.02520752,0.016806724,-0.5714286,0.054621853
48,1,84,2,24,13,0.5,84.285713,0.5714286,0.071428575,84.260506,-0.2857132,0.02520752,0.016806724,0.42857143,0.054621853
49,1,81,0,18,12,0.5,83.571426,0.5714286,0.071428575,84.260506,-2.5714264,-0.68907928,0.016806724,0.42857143,0.054621853
49,1,85,1,30,16,0.5,83.571426,0.5714286,0.071428575,84.260506,1.4285736,-0.68907928,0.016806724,0.42857143,0.054621853
49,0,88,0,6,9,-0.5,83.571426,0.5714286,0.071428575,84.260506,4.4285736,-0.68907928,0.016806724,-0.5714286,0.054621853
49,0,79,0,6,8,-0.5,83.571426,0.5714286,0.071428575,84.260506,-4.5714264,-0.68907928,0.016806724,-0.5714286,0.054621853
49,1,79,2,8,16,0.5,83.571426,0.5714286,0.071428575,84.260506,-4.5714264,-0.68907928,0.016806724,0.42857143,0.054621853
49,0,83,3,9,8,-0.5,83.571426,0.5714286,0.071428575,84.260506,-0.57142639,-0.68907928,0.016806724,-0.5714286,0.054621853
49,1,90,4,33,14,0.5,83.571426,0.5714286,0.071428575,84.260506,6.4285736,-0.68907928,0.016806724,0.42857143,0.054621853
50,1,88,5,28,16,0.5,85.199997,0.60000002,0.1,84.260506,2.8000031,0.93949127,0.016806724,0.40000001,0.08319328
50,1,88,0,30,14,0.5,85.199997,0.60000002,0.1,84.260506,2.8000031,0.93949127,0.016806724,0.40000001,0.08319328
50,0,88,0,1,3,-0.5,85.199997,0.60000002,0.1,84.260506,2.8000031,0.93949127,0.016806724,-0.60000002,0.08319328
50,1,79,0,9,13,0.5,85.199997,0.60000002,0.1,84.260506,-6.1999969,0.93949127,0.016806724,0.40000001,0.08319328
50,0,83,0,0,11,-0.5,85.199997,0.60000002,0.1,84.260506,-2.1999969,0.93949127,0.016806724,-0.60000002,0.08319328
51,1,84,2,39,16,0.5,84,1,0.5,84.260506,0,-0.26050568,0.016806724,0,0.48319328
51,1,82,1,17,13,0.5,84,1,0.5,84.260506,-2,-0.26050568,0.016806724,0,0.48319328
51,1,86,3,20,16,0.5,84,1,0.5,84.260506,2,-0.26050568,0.016806724,0,0.48319328
53,1,85,0,38,16,0.5,82.666664,0.77777779,0.27777779,84.260506,2.3333359,-1.5938416,0.016806724,0.22222221,0.26097107
53,1,86,0,29,16,0.5,82.666664,0.77777779,0.27777779,84.260506,3.3333359,-1.5938416,0.016806724,0.22222221,0.26097107
53,1,90,1,52,16,0.5,82.666664,0.77777779,0.27777779,84.260506,7.3333359,-1.5938416,0.016806724,0.22222221,0.26097107
53,1,83,0,13,16,0.5,82.666664,0.77777779,0.27777779,84.260506,0.33333588,-1.5938416,0.016806724,0.22222221,0.26097107
53,1,83,0,21,15,0.5,82.666664,0.77777779,0.27777779,84.260506,0.33333588,-1.5938416,0.016806724,0.22222221,0.26097107
53,0,79,0,4,7,-0.5,82.666664,0.77777779,0.27777779,84.260506,-3.6666641,-1.5938416,0.016806724,-0.77777779,0.26097107
53,1,79,0,24,15,0.5,82.666664,0.77777779,0.27777779,84.260506,-3.6666641,-1.5938416,0.016806724,0.22222221,0.26097107
53,0,81,2,4,9,-0.5,82.666664,0.77777779,0.27777779,84.260506,-1.6666641,-1.5938416,0.016806724,-0.77777779,0.26097107
53,1,78,2,20,12,0.5,82.666664,0.77777779,0.27777779,84.260506,-4.6666641,-1.5938416,0.016806724,0.22222221,0.26097107
54,0,78,0,4,9,-0.5,85,0.5714286,0.071428575,84.260506,-7,0.73949432,0.016806724,-0.5714286,0.054621853
54,1,80,0,2,8,0.5,85,0.5714286,0.071428575,84.260506,-5,0.73949432,0.016806724,0.42857143,0.054621853
54,1,82,0,8,12,0.5,85,0.5714286,0.071428575,84.260506,-3,0.73949432,0.016806724,0.42857143,0.054621853
54,0,85,0,5,12,-0.5,85,0.5714286,0.071428575,84.260506,0,0.73949432,0.016806724,-0.5714286,0.054621853
54,1,89,2,8,13,0.5,85,0.5714286,0.071428575,84.260506,4,0.73949432,0.016806724,0.42857143,0.054621853
54,0,91,0,6,8,-0.5,85,0.5714286,0.071428575,84.260506,6,0.73949432,0.016806724,-0.5714286,0.054621853
54,1,90,0,8,12,0.5,85,0.5714286,0.071428575,84.260506,5,0.73949432,0.016806724,0.42857143,0.054621853
55,0,79,0,4,8,-0.5,87.166664,0.5,0,84.260506,-8.1666641,2.9061584,0.016806724,-0.5,-0.016806724
55,0,88,0,9,8,-0.5,87.166664,0.5,0,84.260506,0.83333588,2.9061584,0.016806724,-0.5,-0.016806724
55,1,91,0,6,16,0.5,87.166664,0.5,0,84.260506,3.8333359,2.9061584,0.016806724,0.5,-0.016806724
55,1,82,0,4,10,0.5,87.166664,0.5,0,84.260506,-5.1666641,2.9061584,0.016806724,0.5,-0.016806724
55,0,92,2,7,9,-0.5,87.166664,0.5,0,84.260506,4.8333359,2.9061584,0.016806724,-0.5,-0.016806724
55,1,91,0,8,13,0.5,87.166664,0.5,0,84.260506,3.8333359,2.9061584,0.016806724,0.5,-0.016806724
56,1,85,0,14,8,0.5,84,0.40000001,-0.1,84.260506,1,-0.26050568,0.016806724,0.60000002,-0.11680672
56,0,90,0,3,8,-0.5,84,0.40000001,-0.1,84.260506,6,-0.26050568,0.016806724,-0.40000001,-0.11680672
56,0,86,0,6,5,-0.5,84,0.40000001,-0.1,84.260506,2,-0.26050568,0.016806724,-0.40000001,-0.11680672
56,0,84,0,1,3,-0.5,84,0.40000001,-0.1,84.260506,0,-0.26050568,0.016806724,-0.40000001,-0.11680672
56,1,80,0,8,10,0.5,84,0.40000001,-0.1,84.260506,-4,-0.26050568,0.016806724,0.60000002,-0.11680672
56,0,85,0,4,4,-0.5,84,0.40000001,-0.1,84.260506,1,-0.26050568,0.016806724,-0.40000001,-0.11680672
56,1,86,0,1,7,0.5,84,0.40000001,-0.1,84.260506,2,-0.26050568,0.016806724,0.60000002,-0.11680672
56,0,85,0,5,10,-0.5,84,0.40000001,-0.1,84.260506,1,-0.26050568,0.016806724,-0.40000001,-0.11680672
56,0,75,1,4,4,-0.5,84,0.40000001,-0.1,84.260506,-9,-0.26050568,0.016806724,-0.40000001,-0.11680672
56,1,84,0,10,11,0.5,84,0.40000001,-0.1,84.260506,0,-0.26050568,0.016806724,0.60000002,-0.11680672
57,0,90,0,4,4,-0.5,85.666664,0.33333334,-0.16666667,84.260506,4.3333359,1.4061584,0.016806724,-0.33333331,-0.18347339
57,0,92,2,3,7,-0.5,85.666664,0.33333334,-0.16666667,84.260506,6.3333359,1.4061584,0.016806724,-0.33333331,-0.18347339
57,0,76,2,2,3,-0.5,85.666664,0.33333334,-0.16666667,84.260506,-9.6666641,1.4061584,0.016806724,-0.33333331,-0.18347339
57,1,92,2,15,13,0.5,85.666664,0.33333334,-0.16666667,84.260506,6.3333359,1.4061584,0.016806724,0.66666669,-0.18347339
57,1,77,0,10,13,0.5,85.666664,0.33333334,-0.16666667,84.260506,-8.6666641,1.4061584,0.016806724,0.66666669,-0.18347339
57,0,87,5,8,11,-0.5,85.666664,0.33333334,-0.16666667,84.260506,1.3333359,1.4061584,0.016806724,-0.33333331,-0.18347339
58,0,82,0,8,8,-0.5,84.699997,0.30000001,-0.2,84.260506,-2.6999969,0.43949127,0.016806724,-0.30000001,-0.21680672
58,0,84,0,8,8,-0.5,84.699997,0.30000001,-0.2,84.260506,-0.69999695,0.43949127,0.016806724,-0.30000001,-0.21680672
58,1,90,2,6,10,0.5,84.699997,0.30000001,-0.2,84.260506,5.3000031,0.43949127,0.016806724,0.69999999,-0.21680672
58,1,79,1,23,15,0.5,84.699997,0.30000001,-0.2,84.260506,-5.6999969,0.43949127,0.016806724,0.69999999,-0.21680672
58,0,76,0,1,7,-0.5,84.699997,0.30000001,-0.2,84.260506,-8.6999969,0.43949127,0.016806724,-0.30000001,-0.21680672
58,0,88,3,4,11,-0.5,84.699997,0.30000001,-0.2,84.260506,3.3000031,0.43949127,0.016806724,-0.30000001,-0.21680672
58,0,84,0,0,2,-0.5,84.699997,0.30000001,-0.2,84.260506,-0.69999695,0.43949127,0.016806724,-0.30000001,-0.21680672
58,1,83,1,10,9,0.5,84.699997,0.30000001,-0.2,84.260506,-1.6999969,0.43949127,0.016806724,0.69999999,-0.21680672
58,0,90,0,6,8,-0.5,84.699997,0.30000001,-0.2,84.260506,5.3000031,0.43949127,0.016806724,-0.30000001,-0.21680672
58,0,91,0,4,11,-0.5,84.699997,0.30000001,-0.2,84.260506,6.3000031,0.43949127,0.016806724,-0.30000001,-0.21680672
59,1,88,0,32,14,0.5,84.800003,0.60000002,0.1,84.260506,3.1999969,0.53949738,0.016806724,0.40000001,0.08319328
59,1,86,,35,16,0.5,84.800003,0.60000002,0.1,84.260506,1.1999969,0.53949738,0.016806724,0.40000001,0.08319328
59,0,88,1,6,10,-0.5,84.800003,0.60000002,0.1,84.260506,3.1999969,0.53949738,0.016806724,-0.60000002,0.08319328
59,0,85,0,4,8,-0.5,84.800003,0.60000002,0.1,84.260506,0.19999695,0.53949738,0.016806724,-0.60000002,0.08319328
59,1,77,2,9,15,0.5,84.800003,0.60000002,0.1,84.260506,-7.8000031,0.53949738,0.016806724,0.40000001,0.08319328
60,1,82,0,27,15,0.5,85,0.75,0.25,84.260506,-3,0.73949432,0.016806724,0.25,0.23319328
60,1,81,0,27,13,0.5,85,0.75,0.25,84.260506,-4,0.73949432,0.016806724,0.25,0.23319328
60,1,89,0,22,16,0.5,85,0.75,0.25,84.260506,4,0.73949432,0.016806724,0.25,0.23319328
60,0,88,2,11,14,-0.5,85,0.75,0.25,84.260506,3,0.73949432,0.016806724,-0.75,0.23319328
61,0,84,0,0,9,-0.5,82,0.5,0,84.260506,2,-2.2605057,0.016806724,-0.5,-0.016806724
61,1,80,0,14,15,0.5,82,0.5,0,84.260506,-2,-2.2605057,0.016806724,0.5,-0.016806724
61,0,85,0,2,9,-0.5,82,0.5,0,84.260506,3,-2.2605057,0.016806724,-0.5,-0.016806724
61,0,77,2,9,12,-0.5,82,0.5,0,84.260506,-5,-2.2605057,0.016806724,-0.5,-0.016806724
61,1,78,0,14,14,0.5,82,0.5,0,84.260506,-4,-2.2605057,0.016806724,0.5,-0.016806724
61,1,83,3,12,12,0.5,82,0.5,0,84.260506,1,-2.2605057,0.016806724,0.5,-0.016806724
61,1,88,0,31,14,0.5,82,0.5,0,84.260506,6,-2.2605057,0.016806724,0.5,-0.016806724
61,0,81,0,7,7,-0.5,82,0.5,0,84.260506,-1,-2.2605057,0.016806724,-0.5,-0.016806724
62,0,88,0,10,9,-0.5,84.285713,0.5714286,0.071428575,84.260506,3.7142868,0.02520752,0.016806724,-0.5714286,0.054621853
62,1,75,0,33,16,0.5,84.285713,0.5714286,0.071428575,84.260506,-9.2857132,0.02520752,0.016806724,0.42857143,0.054621853
62,0,85,0,8,11,-0.5,84.285713,0.5714286,0.071428575,84.260506,0.7142868,0.02520752,0.016806724,-0.5714286,0.054621853
62,1,84,3,34,16,0.5,84.285713,0.5714286,0.071428575,84.260506,-0.2857132,0.02520752,0.016806724,0.42857143,0.054621853
62,1,92,0,36,16,0.5,84.285713,0.5714286,0.071428575,84.260506,7.7142868,0.02520752,0.016806724,0.42857143,0.054621853
62,0,78,0,4,9,-0.5,84.285713,0.5714286,0.071428575,84.260506,-6.2857132,0.02520752,0.016806724,-0.5714286,0.054621853
62,1,88,4,20,16,0.5,84.285713,0.5714286,0.071428575,84.260506,3.7142868,0.02520752,0.016806724,0.42857143,0.054621853
63,1,85,0,4,15,0.5,83.555557,0.44444445,-0.055555556,84.260506,1.4444427,-0.70494843,0.016806724,0.55555558,-0.072362281
63,0,76,0,0,7,-0.5,83.555557,0.44444445,-0.055555556,84.260506,-7.5555573,-0.70494843,0.016806724,-0.44444445,-0.072362281
63,0,85,0,3,8,-0.5,83.555557,0.44444445,-0.055555556,84.260506,1.4444427,-0.70494843,0.016806724,-0.44444445,-0.072362281
63,0,84,0,7,8,-0.5,83.555557,0.44444445,-0.055555556,84.260506,0.44444275,-0.70494843,0.016806724,-0.44444445,-0.072362281
63,0,90,1,6,13,-0.5,83.555557,0.44444445,-0.055555556,84.260506,6.4444427,-0.70494843,0.016806724,-0.44444445,-0.072362281
63,1,83,0,15,13,0.5,83.555557,0.44444445,-0.055555556,84.260506,-0.55555725,-0.70494843,0.016806724,0.55555558,-0.072362281
63,0,85,1,5,10,-0.5,83.555557,0.44444445,-0.055555556,84.260506,1.4444427,-0.70494843,0.016806724,-0.44444445,-0.072362281
63,1,78,0,15,13,0.5,83.555557,0.44444445,-0.055555556,84.260506,-5.5555573,-0.70494843,0.016806724,0.55555558,-0.072362281
63,1,86,0,10,14,0.5,83.555557,0.44444445,-0.055555556,84.260506,2.4444427,-0.70494843,0.016806724,0.55555558,-0.072362281
64,0,79,0,2,,-0.5,83.285713,0.5714286,0.071428575,84.260506,-4.2857132,-0.97479248,0.016806724,-0.5714286,0.054621853
64,1,87,0,17,15,0.5,83.285713,0.5714286,0.071428575,84.260506,3.7142868,-0.97479248,0.016806724,0.42857143,0.054621853
64,0,85,0,5,5,-0.5,83.285713,0.5714286,0.071428575,84.260506,1.7142868,-0.97479248,0.016806724,-0.5714286,0.054621853
64,0,86,0,5,7,-0.5,83.285713,0.5714286,0.071428575,84.260506,2.7142868,-0.97479248,0.016806724,-0.5714286,0.054621853
64,1,82,0,16,13,0.5,83.285713,0.5714286,0.071428575,84.260506,-1.2857132,-0.97479248,0.016806724,0.42857143,0.054621853
64,1,76,0,10,11,0.5,83.285713,0.5714286,0.071428575,84.260506,-7.2857132,-0.97479248,0.016806724,0.42857143,0.054621853
64,1,88,0,18,13,0.5,83.285713,0.5714286,0.071428575,84.260506,4.7142868,-0.97479248,0.016806724,0.42857143,0.054621853
65,0,91,5,9,13,-0.5,84.599998,0.40000001,-0.1,84.260506,6.4000015,0.3394928,0.016806724,-0.40000001,-0.11680672
65,0,74,0,0,7,-0.5,84.599998,0.40000001,-0.1,84.260506,-10.599998,0.3394928,0.016806724,-0.40000001,-0.11680672
65,0,88,2,6,8,-0.5,84.599998,0.40000001,-0.1,84.260506,3.4000015,0.3394928,0.016806724,-0.40000001,-0.11680672
65,1,88,0,2,10,0.5,84.599998,0.40000001,-0.1,84.260506,3.4000015,0.3394928,0.016806724,0.60000002,-0.11680672
65,1,82,0,6,12,0.5,84.599998,0.40000001,-0.1,84.260506,-2.5999985,0.3394928,0.016806724,0.60000002,-0.11680672
66,1,79,0,11,14,0.5,82.5,0.5,0,84.260506,-3.5,-1.7605057,0.016806724,0.5,-0.016806724
66,0,83,0,0,10,-0.5,82.5,0.5,0,84.260506,0.5,-1.7605057,0.016806724,-0.5,-0.016806724
66,0,83,0,3,8,-0.5,82.5,0.5,0,84.260506,0.5,-1.7605057,0.016806724,-0.5,-0.016806724
66,1,85,3,17,15,0.5,82.5,0.5,0,84.260506,2.5,-1.7605057,0.016806724,0.5,-0.016806724
67,1,88,0,9,14,0.5,84.85714,0.42857143,-0.071428575,84.260506,3.1428604,0.59663391,0.016806724,0.5714286,-0.088235296
67,0,79,0,9,10,-0.5,84.85714,0.42857143,-0.071428575,84.260506,-5.8571396,0.59663391,0.016806724,-0.42857143,-0.088235296
67,0,85,0,14,10,-0.5,84.85714,0.42857143,-0.071428575,84.260506,0.14286041,0.59663391,0.016806724,-0.42857143,-0.088235296
67,0,88,3,5,11,-0.5,84.85714,0.42857143,-0.071428575,84.260506,3.1428604,0.59663391,0.016806724,-0.42857143,-0.088235296
